股票代號,股票名稱,價格,張數
2330,台積電          ,85500.00,5232
2330,台積電          ,85500.00,5299
2330,台積電          ,85500.00,5346
2330,台積電          ,85500.00,5411
2330,台積電          ,85500.00,5454
2330,台積電          ,85500.00,5486
2330,台積電          ,85500.00,5626
2330,台積電          ,85500.00,5678
2330,台積電          ,85500.00,5710
2330,台積電          ,85500.00,5749
2330,台積電          ,85500.00,5796
2330,台積電          ,85500.00,5828
2330,台積電          ,85500.00,5619
2330,台積電          ,85500.00,5619
2330,台積電          ,85500.00,5619
2330,台積電          ,85500.00,5619
2330,台積電          ,85500.00,5619
2330,台積電          ,85500.00,5619
2330,台積電          ,85500.00,5621
2330,台積電          ,85500.00,5621
2330,台積電          ,85500.00,5621
2330,台積電          ,85500.00,5621
2330,台積電          ,85500.00,5621
2330,台積電          ,85500.00,5621
2330,台積電          ,85500.00,5621
2330,台積電          ,85500.00,5621
2330,台積電          ,85500.00,5621
2330,台積電          ,85500.00,5621
2330,台積電          ,85500.00,5621
2330,台積電          ,85500.00,5621
2330,台積電          ,85500.00,5621
2330,台積電          ,85500.00,5621
2330,台積電          ,85500.00,5621
2330,台積電          ,85500.00,5621
2330,台積電          ,85500.00,5621
2330,台積電          ,85500.00,5621
2330,台積電          ,85500.00,5621
2330,台積電          ,85500.00,5621
2330,台積電          ,85500.00,5621
2330,台積電          ,85500.00,5621
2330,台積電          ,85500.00,5621
2330,台積電          ,85500.00,5621
2330,台積電          ,85500.00,5626
2330,台積電          ,92200.00,2656
2330,台積電          ,94900.00,1358
2330,台積電          ,94500.00,882
2330,台積電          ,94800.00,901
2330,台積電          ,94900.00,1014
2330,台積電          ,94900.00,990
2330,台積電          ,94900.00,1104
2330,台積電          ,94900.00,1163
2330,台積電          ,94900.00,1183
2330,台積電          ,94900.00,1185
2330,台積電          ,94900.00,1196
2330,台積電          ,94900.00,1209
2330,台積電          ,94900.00,1228
2330,台積電          ,94900.00,1298
2330,台積電          ,94900.00,1310
2330,台積電          ,95300.00,1582
2330,台積電          ,95000.00,1494
2330,台積電          ,95000.00,1485
2330,台積電          ,95000.00,1530
2330,台積電          ,95000.00,1530
2330,台積電          ,95900.00,1855
2330,台積電          ,96300.00,2069
2330,台積電          ,96300.00,2152
2330,台積電          ,96300.00,2155
2330,台積電          ,96300.00,2158
2330,台積電          ,96700.00,2314
2330,台積電          ,96700.00,2335
2330,台積電          ,96600.00,2358
2330,台積電          ,96000.00,1970
2330,台積電          ,96000.00,1967
2330,台積電          ,96000.00,1967
2330,台積電          ,96000.00,1925
2330,台積電          ,96000.00,1932
2330,台積電          ,95900.00,2034
2330,台積電          ,96500.00,2339
2330,台積電          ,96500.00,2392
2330,台積電          ,96500.00,2399
2330,台積電          ,96500.00,2401
2330,台積電          ,96500.00,2401
2330,台積電          ,96500.00,2401
2330,台積電          ,96700.00,2402
2330,台積電          ,96600.00,2440
2330,台積電          ,96600.00,2450
2330,台積電          ,96600.00,2471
2330,台積電          ,96600.00,2489
2330,台積電          ,96700.00,2500
2330,台積電          ,96600.00,2514
2330,台積電          ,96800.00,2500
2330,台積電          ,96700.00,2529
2330,台積電          ,96700.00,2538
2330,台積電          ,96600.00,2540
2330,台積電          ,96700.00,2589
2330,台積電          ,96700.00,2597
2330,台積電          ,96700.00,2600
2330,台積電          ,96700.00,2601
2330,台積電          ,96700.00,2613
2330,台積電          ,96700.00,2613
2330,台積電          ,96700.00,2614
2330,台積電          ,96700.00,2614
2330,台積電          ,96600.00,2615
2330,台積電          ,96500.00,2659
2330,台積電          ,95200.00,1851
2330,台積電          ,95100.00,1847
2330,台積電          ,93700.00,2650
2330,台積電          ,91000.00,4200
2330,台積電          ,91000.00,4431
2330,台積電          ,91000.00,4477
2330,台積電          ,91100.00,4476
2330,台積電          ,91000.00,5077
2330,台積電          ,91000.00,5077
2330,台積電          ,91000.00,5079
2330,台積電          ,91000.00,5079
2330,台積電          ,91000.00,5079
2330,台積電          ,91000.00,5077
2330,台積電          ,91100.00,5077
2330,台積電          ,94800.00,2894
2330,台積電          ,95300.00,1785
2330,台積電          ,95400.00,1827
2330,台積電          ,95500.00,1855
2330,台積電          ,95200.00,1783
2330,台積電          ,95300.00,1821
2330,台積電          ,95300.00,1798
2330,台積電          ,95200.00,1788
2330,台積電          ,95200.00,1786
2330,台積電          ,95300.00,1792
2330,台積電          ,95200.00,1795
2330,台積電          ,95500.00,1917
2330,台積電          ,95100.00,2132
2330,台積電          ,95100.00,2224
2330,台積電          ,95100.00,2256
2330,台積電          ,95100.00,2256
2330,台積電          ,95100.00,2261
2330,台積電          ,95400.00,2375
2330,台積電          ,95400.00,1
2330,台積電          ,95400.00,2
2330,台積電          ,95400.00,4
2330,台積電          ,95400.00,1
2330,台積電          ,95500.00,1
2330,台積電          ,95500.00,4
2330,台積電          ,95400.00,11
2330,台積電          ,95500.00,1
2330,台積電          ,95400.00,3
2330,台積電          ,95400.00,1
2330,台積電          ,95400.00,1
2330,台積電          ,95500.00,2
2330,台積電          ,95500.00,2
2330,台積電          ,95500.00,2
2330,台積電          ,95500.00,65
2330,台積電          ,95400.00,8
2330,台積電          ,95500.00,1
2330,台積電          ,95400.00,1
2330,台積電          ,95500.00,1
2330,台積電          ,95500.00,1
2330,台積電          ,95400.00,12
2330,台積電          ,95500.00,1
2330,台積電          ,95500.00,1
2330,台積電          ,95500.00,1
2330,台積電          ,95400.00,2
2330,台積電          ,95500.00,1
2330,台積電          ,95400.00,12
2330,台積電          ,95500.00,5
2330,台積電          ,95500.00,2
2330,台積電          ,95400.00,3
2330,台積電          ,95400.00,3
2330,台積電          ,95500.00,1
2330,台積電          ,95400.00,2
2330,台積電          ,95500.00,3
2330,台積電          ,95300.00,2
2330,台積電          ,95400.00,1
2330,台積電          ,95400.00,1
2330,台積電          ,95400.00,2
2330,台積電          ,95400.00,1
2330,台積電          ,95400.00,1
2330,台積電          ,95400.00,1
2330,台積電          ,95400.00,1
2330,台積電          ,95500.00,1
2330,台積電          ,95500.00,1
2330,台積電          ,95500.00,1
2330,台積電          ,95400.00,5
2330,台積電          ,95500.00,2
2330,台積電          ,95500.00,1
2330,台積電          ,95500.00,1
2330,台積電          ,95400.00,1
2330,台積電          ,95500.00,1
2330,台積電          ,95500.00,1
2330,台積電          ,95500.00,1
2330,台積電          ,95500.00,1
2330,台積電          ,95400.00,1
2330,台積電          ,95500.00,2
2330,台積電          ,95400.00,2
2330,台積電          ,95500.00,1
2330,台積電          ,95500.00,1
2330,台積電          ,95400.00,1
2330,台積電          ,95500.00,1
2330,台積電          ,95400.00,1
2330,台積電          ,95400.00,44
2330,台積電          ,95400.00,1
2330,台積電          ,95400.00,1
2330,台積電          ,95400.00,1
2330,台積電          ,95400.00,1
2330,台積電          ,95300.00,2
2330,台積電          ,95400.00,1
2330,台積電          ,95400.00,1
2330,台積電          ,95400.00,1
2330,台積電          ,95400.00,2
2330,台積電          ,95400.00,1
2330,台積電          ,95400.00,1
2330,台積電          ,95300.00,1
2330,台積電          ,95400.00,1
2330,台積電          ,95300.00,7
2330,台積電          ,95400.00,1
2330,台積電          ,95500.00,1
2330,台積電          ,95500.00,1
2330,台積電          ,95400.00,1
2330,台積電          ,95400.00,1
2330,台積電          ,95400.00,1
2330,台積電          ,95400.00,1
2330,台積電          ,95300.00,1
2330,台積電          ,95400.00,1
2330,台積電          ,95400.00,1
2330,台積電          ,95300.00,5
2330,台積電          ,95400.00,1
2330,台積電          ,95400.00,3
2330,台積電          ,95400.00,1
2330,台積電          ,95500.00,1
2330,台積電          ,95400.00,1
2330,台積電          ,95400.00,1
2330,台積電          ,95300.00,4
2330,台積電          ,95400.00,1
2330,台積電          ,95500.00,1
2330,台積電          ,95400.00,1
2330,台積電          ,95500.00,1
2330,台積電          ,95400.00,2
2330,台積電          ,95400.00,2
2330,台積電          ,95500.00,2
2330,台積電          ,95400.00,1
2330,台積電          ,95400.00,1
2330,台積電          ,95400.00,7
2330,台積電          ,95400.00,1
2330,台積電          ,95400.00,1
2330,台積電          ,95500.00,1
2330,台積電          ,95500.00,1
2330,台積電          ,95400.00,2
2330,台積電          ,95500.00,1
2330,台積電          ,95400.00,1
2330,台積電          ,95500.00,1
2330,台積電          ,95500.00,2
2330,台積電          ,95500.00,2
2330,台積電          ,95500.00,1
2330,台積電          ,95500.00,1
2330,台積電          ,95500.00,1
2330,台積電          ,95400.00,2
2330,台積電          ,95500.00,1
2330,台積電          ,95500.00,1
2330,台積電          ,95500.00,1
2330,台積電          ,95500.00,1
2330,台積電          ,95400.00,2
2330,台積電          ,95500.00,1
2330,台積電          ,95500.00,2
2330,台積電          ,95500.00,1
2330,台積電          ,95400.00,2
2330,台積電          ,95500.00,1
2330,台積電          ,95400.00,1
2330,台積電          ,95500.00,1
2330,台積電          ,95400.00,1
2330,台積電          ,95500.00,1
2330,台積電          ,95400.00,3
2330,台積電          ,95400.00,1
2330,台積電          ,95400.00,1
2330,台積電          ,95400.00,1
2330,台積電          ,95500.00,2
2330,台積電          ,95500.00,1
2330,台積電          ,95500.00,2
2330,台積電          ,95500.00,2
2330,台積電          ,95500.00,1
2330,台積電          ,95500.00,1
2330,台積電          ,95500.00,1
2330,台積電          ,95500.00,1
2330,台積電          ,95500.00,1
2330,台積電          ,95500.00,1
2330,台積電          ,95500.00,1
2330,台積電          ,95400.00,3
2330,台積電          ,95400.00,1
2330,台積電          ,95500.00,10
2330,台積電          ,95400.00,3
2330,台積電          ,95500.00,3
2330,台積電          ,95500.00,1
2330,台積電          ,95400.00,1
2330,台積電          ,95500.00,1
2330,台積電          ,95500.00,2
2330,台積電          ,95500.00,5
2330,台積電          ,95500.00,5
2330,台積電          ,95500.00,1
2330,台積電          ,95500.00,1
2330,台積電          ,95500.00,1
2330,台積電          ,95500.00,1
2330,台積電          ,95400.00,2
2330,台積電          ,95500.00,2
2330,台積電          ,95500.00,1
2330,台積電          ,95400.00,1
2330,台積電          ,95500.00,1
2330,台積電          ,95400.00,1
2330,台積電          ,95500.00,1
2330,台積電          ,95500.00,1
2330,台積電          ,95500.00,5
2330,台積電          ,95500.00,1
2330,台積電          ,95500.00,1
2330,台積電          ,95500.00,1
2330,台積電          ,95400.00,1
2330,台積電          ,95500.00,1
2330,台積電          ,95500.00,1
2330,台積電          ,95500.00,1
2330,台積電          ,95500.00,1
2330,台積電          ,95500.00,1
2330,台積電          ,95500.00,1
2330,台積電          ,95500.00,1
2330,台積電          ,95400.00,1
2330,台積電          ,95500.00,1
2330,台積電          ,95400.00,1
2330,台積電          ,95500.00,10
2330,台積電          ,95500.00,4
2330,台積電          ,95500.00,1
2330,台積電          ,95500.00,1
2330,台積電          ,95400.00,2
2330,台積電          ,95500.00,1
2330,台積電          ,95500.00,1
2330,台積電          ,95500.00,5
2330,台積電          ,95500.00,2
2330,台積電          ,95500.00,1
2330,台積電          ,95500.00,2
2330,台積電          ,95500.00,1
2330,台積電          ,95500.00,1
2330,台積電          ,95400.00,2
2330,台積電          ,95500.00,4
2330,台積電          ,95500.00,2
2330,台積電          ,95400.00,1
2330,台積電          ,95500.00,1
2330,台積電          ,95400.00,3
2330,台積電          ,95400.00,3
2330,台積電          ,95500.00,1
2330,台積電          ,95500.00,2
2330,台積電          ,95500.00,4
2330,台積電          ,95500.00,1
2330,台積電          ,95400.00,1
2330,台積電          ,95500.00,1
2330,台積電          ,95500.00,1
2330,台積電          ,95500.00,1
2330,台積電          ,95500.00,1
2330,台積電          ,95500.00,1
2330,台積電          ,95400.00,1
2330,台積電          ,95500.00,1
2330,台積電          ,95500.00,1
2330,台積電          ,95500.00,2
2330,台積電          ,95500.00,1
2330,台積電          ,95500.00,1
2330,台積電          ,95500.00,1
2330,台積電          ,95500.00,1
2330,台積電          ,95500.00,1
2330,台積電          ,95500.00,1
2330,台積電          ,95500.00,1
2330,台積電          ,95500.00,1
2330,台積電          ,95500.00,1
2330,台積電          ,95500.00,1
2330,台積電          ,95500.00,2
2330,台積電          ,95500.00,1
2330,台積電          ,95500.00,2
2330,台積電          ,95500.00,1
2330,台積電          ,95500.00,1
2330,台積電          ,95500.00,15
2330,台積電          ,95500.00,10
2330,台積電          ,95500.00,1
2330,台積電          ,95400.00,1
2330,台積電          ,95500.00,1
2330,台積電          ,95500.00,1
2330,台積電          ,95500.00,1
2330,台積電          ,95500.00,2
2330,台積電          ,95500.00,1
2330,台積電          ,95500.00,1
2330,台積電          ,95500.00,3
2330,台積電          ,95500.00,1
2330,台積電          ,95500.00,1
2330,台積電          ,95500.00,1
2330,台積電          ,95500.00,1
2330,台積電          ,95500.00,1
2330,台積電          ,95500.00,1
2330,台積電          ,95400.00,1
2330,台積電          ,95500.00,1
2330,台積電          ,95500.00,1
2330,台積電          ,95500.00,1
2330,台積電          ,95500.00,1
2330,台積電          ,95400.00,1
2330,台積電          ,95500.00,1
2330,台積電          ,95500.00,1
2330,台積電          ,95500.00,1
2330,台積電          ,95500.00,1
2330,台積電          ,95500.00,1
2330,台積電          ,95500.00,1
2330,台積電          ,95500.00,2
2330,台積電          ,95500.00,5
2330,台積電          ,95500.00,1
2330,台積電          ,95500.00,1
2330,台積電          ,95500.00,1
2330,台積電          ,95500.00,1
2330,台積電          ,95500.00,1
2330,台積電          ,95500.00,1
2330,台積電          ,95500.00,5
2330,台積電          ,95500.00,1
2330,台積電          ,95500.00,1
2330,台積電          ,95500.00,1
2330,台積電          ,95500.00,1
2330,台積電          ,95400.00,2
2330,台積電          ,95500.00,1
2330,台積電          ,95500.00,27
2330,台積電          ,95500.00,1
2330,台積電          ,95500.00,1
2330,台積電          ,95500.00,1
2330,台積電          ,95500.00,2
2330,台積電          ,95500.00,1
2330,台積電          ,95500.00,1
2330,台積電          ,95500.00,1
2330,台積電          ,95500.00,2
2330,台積電          ,95500.00,2
2330,台積電          ,95500.00,1
2330,台積電          ,95400.00,1
2330,台積電          ,95500.00,2
2330,台積電          ,95500.00,1
2330,台積電          ,95500.00,1
2330,台積電          ,95500.00,1
2330,台積電          ,95500.00,1
2330,台積電          ,95400.00,6
2330,台積電          ,95400.00,2
2330,台積電          ,95500.00,1
2330,台積電          ,95500.00,1
2330,台積電          ,95500.00,1
2330,台積電          ,95500.00,4
2330,台積電          ,95400.00,2
2330,台積電          ,95500.00,1
2330,台積電          ,95400.00,10
2330,台積電          ,95400.00,84
2330,台積電          ,95400.00,1
2330,台積電          ,95400.00,1
2330,台積電          ,95500.00,1
2330,台積電          ,95500.00,1
2330,台積電          ,95500.00,1
2330,台積電          ,95400.00,1
2330,台積電          ,95400.00,1
2330,台積電          ,95400.00,1
2330,台積電          ,95300.00,7
2330,台積電          ,95400.00,1
2330,台積電          ,95400.00,1
2330,台積電          ,95300.00,1
2330,台積電          ,95300.00,12
2330,台積電          ,95300.00,8
2330,台積電          ,95300.00,1
2330,台積電          ,95300.00,1
2330,台積電          ,95300.00,1
2330,台積電          ,95200.00,10
2330,台積電          ,95300.00,1
2330,台積電          ,95300.00,2
2330,台積電          ,95300.00,1
2330,台積電          ,95300.00,1
2330,台積電          ,95300.00,1
2330,台積電          ,95300.00,2
2330,台積電          ,95300.00,1
2330,台積電          ,95300.00,1
2330,台積電          ,95200.00,2
2330,台積電          ,95300.00,5
2330,台積電          ,95300.00,1
2330,台積電          ,95300.00,1
2330,台積電          ,95300.00,3
2330,台積電          ,95300.00,1
2330,台積電          ,95300.00,1
2330,台積電          ,95300.00,1
2330,台積電          ,95200.00,1
2330,台積電          ,95200.00,2
2330,台積電          ,95300.00,1
2330,台積電          ,95300.00,2
2330,台積電          ,95300.00,1
2330,台積電          ,95300.00,9
2330,台積電          ,95400.00,1
2330,台積電          ,95300.00,1
2330,台積電          ,95300.00,2
2330,台積電          ,95300.00,1
2330,台積電          ,95400.00,1
2330,台積電          ,95300.00,1
2330,台積電          ,95400.00,1
2330,台積電          ,95300.00,2
2330,台積電          ,95300.00,1
2330,台積電          ,95300.00,1
2330,台積電          ,95400.00,44
2330,台積電          ,95500.00,56
2330,台積電          ,95300.00,1
2330,台積電          ,95500.00,5
2330,台積電          ,95300.00,2
2330,台積電          ,95300.00,1
2330,台積電          ,95300.00,1
2330,台積電          ,95300.00,1
2330,台積電          ,95300.00,1
2330,台積電          ,95300.00,1
2330,台積電          ,95400.00,1
2330,台積電          ,95300.00,1
2330,台積電          ,95300.00,1
2330,台積電          ,95500.00,1
2330,台積電          ,95500.00,1
2330,台積電          ,95400.00,2
2330,台積電          ,95400.00,1
2330,台積電          ,95400.00,1
2330,台積電          ,95300.00,1
2330,台積電          ,95400.00,1
2330,台積電          ,95400.00,4
2330,台積電          ,95400.00,1
2330,台積電          ,95400.00,3
2330,台積電          ,95400.00,1
2330,台積電          ,95400.00,1
2330,台積電          ,95500.00,1
2330,台積電          ,95400.00,1
2330,台積電          ,95400.00,1
2330,台積電          ,95500.00,1
2330,台積電          ,95500.00,1
2330,台積電          ,95400.00,1
2330,台積電          ,95400.00,1
2330,台積電          ,95300.00,1
2330,台積電          ,95400.00,2
2330,台積電          ,95500.00,1
2330,台積電          ,95400.00,1
2330,台積電          ,95500.00,1
2330,台積電          ,95500.00,2
2330,台積電          ,95400.00,1
2330,台積電          ,95500.00,1
2330,台積電          ,95400.00,1
2330,台積電          ,95400.00,1
2330,台積電          ,95400.00,1
2330,台積電          ,95400.00,1
2330,台積電          ,95500.00,1
2330,台積電          ,95500.00,1
2330,台積電          ,95500.00,1
2330,台積電          ,95400.00,1
2330,台積電          ,95400.00,3
2330,台積電          ,95400.00,1
2330,台積電          ,95400.00,1
2330,台積電          ,95400.00,1
2330,台積電          ,95400.00,1
2330,台積電          ,95500.00,1
2330,台積電          ,95400.00,1
2330,台積電          ,95500.00,2
2330,台積電          ,95500.00,1
2330,台積電          ,95400.00,1
2330,台積電          ,95400.00,1
2330,台積電          ,95400.00,1
2330,台積電          ,95500.00,1
2330,台積電          ,95500.00,1
2330,台積電          ,95400.00,1
2330,台積電          ,95400.00,1
2330,台積電          ,95500.00,1
2330,台積電          ,95500.00,1
2330,台積電          ,95400.00,1
2330,台積電          ,95500.00,10
2330,台積電          ,95500.00,2
2330,台積電          ,95500.00,5
2330,台積電          ,95500.00,1
2330,台積電          ,95500.00,1
2330,台積電          ,95500.00,1
2330,台積電          ,95500.00,1
2330,台積電          ,95500.00,5
2330,台積電          ,95500.00,2
2330,台積電          ,95500.00,1
2330,台積電          ,95500.00,1
2330,台積電          ,95500.00,1
2330,台積電          ,95400.00,1
2330,台積電          ,95500.00,1
2330,台積電          ,95400.00,10
2330,台積電          ,95500.00,1
2330,台積電          ,95400.00,1
2330,台積電          ,95400.00,3
2330,台積電          ,95500.00,1
2330,台積電          ,95400.00,1
2330,台積電          ,95500.00,1
2330,台積電          ,95400.00,1
2330,台積電          ,95400.00,10
2330,台積電          ,95500.00,1
2330,台積電          ,95500.00,1
2330,台積電          ,95500.00,2
2330,台積電          ,95400.00,1
2330,台積電          ,95500.00,2
2330,台積電          ,95400.00,1
2330,台積電          ,95400.00,1
2330,台積電          ,95400.00,1
2330,台積電          ,95500.00,1
2330,台積電          ,95500.00,1
2330,台積電          ,95500.00,1
2330,台積電          ,95500.00,1
2330,台積電          ,95500.00,1
2330,台積電          ,95400.00,1
2330,台積電          ,95500.00,2
2330,台積電          ,95400.00,1
2330,台積電          ,95400.00,1
2330,台積電          ,95500.00,1
2330,台積電          ,95500.00,1
2330,台積電          ,95500.00,1
2330,台積電          ,95500.00,1
2330,台積電          ,95400.00,1
2330,台積電          ,95500.00,1
2330,台積電          ,95500.00,1
2330,台積電          ,95400.00,1
2330,台積電          ,95500.00,1
2330,台積電          ,95400.00,4
2330,台積電          ,95500.00,1
2330,台積電          ,95400.00,10
2330,台積電          ,95400.00,4
2330,台積電          ,95400.00,1
2330,台積電          ,95400.00,1
2330,台積電          ,95500.00,1
2330,台積電          ,95400.00,2
2330,台積電          ,95500.00,1
2330,台積電          ,95500.00,1
2330,台積電          ,95500.00,1
2330,台積電          ,95400.00,1
2330,台積電          ,95400.00,1
2330,台積電          ,95400.00,1
2330,台積電          ,95500.00,1
2330,台積電          ,95400.00,1
2330,台積電          ,95400.00,1
2330,台積電          ,95500.00,1
2330,台積電          ,95400.00,1
2330,台積電          ,95400.00,1
2330,台積電          ,95400.00,1
2330,台積電          ,95400.00,1
2330,台積電          ,95400.00,3
2330,台積電          ,95400.00,12
2330,台積電          ,95400.00,75
2330,台積電          ,95400.00,10
2330,台積電          ,95300.00,2
2330,台積電          ,95300.00,1
